name,value,year,lastValue,rank,colour
BTC,1,2019.197,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.195,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.192,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.189,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.186,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.184,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.181,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.178,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.175,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.173,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.17,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.167,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.164,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.162,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.159,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.156,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.153,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.151,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.148,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.145,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.142,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.14,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.137,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.134,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.132,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.129,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.126,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.123,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
